,movieId,overview,rating,Label
394,943,archetypal buddy cop riggs murtaugh back another round high stake action time set collective sight bring former los angeles police lieutenant turn black market weapon dealer lorna cole join beautiful yet hardnosed internal affair sergeant catch riggs eye,3.8076280623608016,3 star
395,927,billy peltzer give strange adorable pet name gizmo christmas inadvertently break three important rule care mogwai unleashes horde mischievous gremlin small town,3.938894792773645,3 star
396,928,young sweetheart billy kate move big apple land job high tech office park soon reunite friendly lovable gizmo series accident create whole new generation gremlin situation worsen devilish green creature invade top secret laboratory develop genetically altered power make even hard destroy,4.074432452549312,4 star
397,19,futuristic city sharply divide work class city planner son city mastermind fall love work class prophet predict come savior mediate difference,2.633983148851809,2 star
398,165,marty doc wacky sequel blockbuster time travel duo head nip mcfly family woe bud thing go awry thanks bully biff tannen pesky sport almanac last ditch attempt set thing straight marty find bound face face teenage parent,3.5035240874468294,3 star
399,196,final installment back future trilogy find marty dig trusty delorean mineshaft look doc wild west time machine break traveler strand land spur problem arise doc fall pretty schoolteacher clara clayton marty tangle buford tannen,2.8297149267520125,2 star
400,551,poseidon adventure one first catastrophe film begin disaster film genre director neame tell story group people must fight life aboard sink ship base novel paul gallico,3.736994591810456,3 star
401,3170,bambi tale unfolds season season young prince forest learn life love friend,2.208333333333333,2 star
402,346,samurai answer village request protection fall hard time town need protection bandit samurai gather six others help teach people defend villager provide soldier food giant battle occur bandit attack village,3.427648578811369,3 star
403,859,dangerous liaison film base novel name choderlos de laclos set th century france marquise de merteuils asks ex lover vicomte de valmont seduce future wife another ex lover return one last night yet thing dont go plan love triangle drama,2.473684210526316,2 star
404,841,year world war control desert planet dune place time travel substance spice find one leader give control stage coup unsavory character,3.707044673539519,3 star
405,242,midst try legitimize business dealing new york italy age mafia michael corleone seek forgiveness sin take young protege wing,3.3906666666666667,3 star
406,1411,lonely telephone operator lead empty amoral life find god faith continually test way beyond could ever imagine,3.731426553672316,3 star
407,857,u troop storm beach normandy three brother lie dead battlefield fourth trap behind enemy line ranger captain john miller seven men task penetrating german hold territory bringing boy home,3.33,3 star
408,1779,documentary closure general motor plant flint michigan result loss job detail attempt filmmaker michael moore get interview gm ceo roger smith,2.8741164828951087,2 star
409,907,doctor zhivago film adapation russian novel boris pasternak director david lean international success today deem classic omar sharif julie christie play two protagonist fact love yet current situation can not find way together,3.911075612353568,3 star
410,5961,eye ten year old alexander witness delight conflict ekdahl family sprawl bourgeois clan turn twentieth century sweden,2.728527607361963,2 star
411,793,discovery sever human ear find field lead young man investigation relate beautiful mysterious nightclub singer group criminal kidnap child,3.2580645161290325,3 star
412,2619,successful businessman fall love girl dream one big complication though fall hook line sinker mermaid,2.088235294117647,2 star
413,97,kevin flynn search proof invent hit video game digitalize laser find inside grid program suffer tyrannical rule master control program help tron security program flynn seek free grid mcp,3.984981684981685,3 star
414,6471,discover really black like rest family likable dimwit navin johnson run hilarious misadventure comedy classic take rag rich back rag slaphappy jerk strike rich life fast lane crack end really matter johnson true love,3.35,3 star
415,227,two poor greaser johnny ponyboy assault vicious gang socs johnny kill one attacker tension begin mount two rival gang set turbulent chain event,3.0669921063564605,3 star
416,87,arrive india indiana jones ask desperate village find mystical stone agree stumble upon secret cult plot terrible plan catacombs ancient palace,2.4075937785910337,2 star
417,123,fellowship ring embark journey destroy one ring end sauron reign middle earth,3.985771616198468,3 star
418,2907,uncle fester miss year evil doctor find introduces fake fester attempt get adam family money young daughter doubt new uncle fester fake uncle adapts well strange family doctor carry evil plan take adam family fortune,2.5329732802728824,2 star
419,8688,bet corrupt homicide cop rick santoro witness murder box match lifelong friend naval intelligence agent kevin dunne uncover conspiracy behind kill every turn santoro make increasingly shocking discovery even turn blind eye,2.806451612903226,2 star
420,396,mike nichols film edward albee play bring new theme film industry elizabeth taylor richard burton never brilliant together portray experience married couple love yet verbally attack one another see bore naïve newlywed guest make night,2.4696969696969697,2 star
421,4978,young mouse name fievel family decide migrate america land without cat turn th century somehow fievel end new world alone must fend feline never think deal also loneliness away home,3.8109017496635262,3 star
422,8393,misery bring small group sho kalahari desert form cola bottle quest throw evil object edge earth xixo encounter western civilization haphazard doctor tyranical despot,2.0641025641025643,2 star
423,33644,good time bad stella delilah always stella busy build life forget really live delilah change start quick trip jamaica end exhilarate voyage self discovery stella learn open heart find love even man year junior,2.3205128205128207,2 star
424,805,young couple move infamous new york apartment build start family thing become frightening rosemary begin suspect unborn baby safe around strange neighbor,3.691940885264997,3 star
425,4011,thanks untimely demise via drown young couple end poltergeists new england farmhouse fail meet challenge scar away insufferable new owner want make drastic change desperation undead newlywed turn expert frightmeister get diabolical agenda,4.060505128938657,4 star
426,1580,two young men strangle inferior classmate hide body apartment invite friend family dinner party mean challenge perfection crime,3.5733178489322874,3 star
427,5854,lighthearted suspense film phony psychic con artist taxi driver private investigator boyfriend encounter pair serial kidnapper trail miss heir california,2.9177631578947367,2 star
428,573,serial murderer strangle woman necktie london police suspect wrong man,3.4413145539906105,3 star
429,2370,french intelligence agent become embroiled cold war politics first uncovering event lead cuban missle crisis back france break international russian spy ring,3.405241935483871,3 star
430,5780,american scientist publicly defect east germany part cloak dagger mission find solution formula resin figuring plan escape back west,3.605398457583548,3 star
431,506,marnie beautiful kleptomaniac love businessman mark rutland marnie compulsive thief watch new bos mark suspect steal thus decides blackmail unusual way psychological thriller alfred hitchcock base novel name winston graham,3.486971830985916,3 star
432,574,widescreen technicolor remake hitchcock film title couple james stewart doris day vacation morocco young son accidentally stumble upon assassination plot child kidnap ensure silence take matter hand save,3.3002793296089385,3 star
433,845,psychotic socialite confronts pro tennis star theory two complete stranger get away murder theory plan implement,3.3666666666666667,3 star
434,3682,shane jersey boy big dream cross river hop find excite life studio steve rubell mastermind behind infamous disco pluck shane sea face clamor get inside club shane get foot door land covet job behind bar front row seat legendary party planet,3.5957842529448234,3 star
435,847,fearful prophecy state girl child bear bring downfall evil queen bavmorda imprisons pregnant woman within formidable stronghold nockmaar child elora danan bear nockmaar dungeon identify prophesied child birthmark arm however black sorceress arrive claim child elora mother convinces reluctant midwife escape baby willow timid farmer aspire sorcerer entrust deliver royal infant evil,2.9125,2 star
436,117,young treasury agent elliot ness arrive chicago determine take al capone go easy capone police pocket ness meet jimmy malone veteran patrolman probably honorable one force ask malone help get capone malone warn go capone go war,3.5903890160183067,3 star
437,431,seven stranger take daily life place mysteriously deadly cube agree must find way,3.698139181619672,3 star
438,3525,witty romantic look life corporate jungle te mcgill ambitious secretary unique approach climb ladder success classy villainous bos break leg ski te take office apartment even wardrobe create deal handsome investment banker either take top finish good,3.066811384466956,3 star
439,2321,angela de marco feed gangster husband line work want part crime world husband kill affair mistress mob bos tony tiger russo angela son depart new york city make fresh start unfortunately tony set sight upon angela undercover fbi agent look use bust tony,3.559651474530831,3 star
440,2028,bud romance noble underachiever lloyd dobler high school valedictorian diane court threaten diane overly possessive disapprove father interferes relationship prize scholarship study abroad hang balance diane must find way make men happy,4.053710956720266,4 star
441,881,cocky military lawyer lt daniel kaffee co counsel lt cmdr joanne galloway assign murder case uncover haze ritual could implicate high ranking official shady col nathan jessep,2.835016835016835,2 star
442,4478,robert redford star billionaire john gage offer luck yuppie husband woody harrelson million opportunity spend night man wife demi moore,3.343231441048035,3 star
443,2109,hong kong inspector lee summon los angeles investigate kidnap fbi want outside help assigns cocky lapd detective james carter distract lee case content watch action sideline lee carter form unlikely partnership investigate case,3.606979542719615,3 star
444,8195,briefcase undisclosed content seek irish terrorist russian mob make way criminal hand irish liaison assembles squad mercenary ronin give thorny task recover case,3.9150943396226414,3 star
445,1091,scientist antarctic confront shape shift alien assumes appearance people kill,2.804071876030333,2 star
446,162,small suburban town receives visit castaway unfinished science experiment name edward,3.9874383477188657,3 star
447,8916,animate hit neurotic worker ant love rebellious princess rise unlikely stardom switch place soldier sign march parade end command bloodthirsty general actually enlist fight termite army,3.241635687732342,3 star
448,4437,sequel space odyssey american russians race get jupiter investigate black monolith similar one found lunar crater clavius find u discovery orbit around jupiter moon u discovery orbit rapidly decay crash io american can not get time save u discovery russian get jupiter time american knowledge access awaken u discovery h l sentient computer force joint american soviet space expedition backdrop grow global tension combine expedition seek answer several mystery significance black monolith h l act bizarrely terminate u discovery crew happen david bowman along way curious data detect,3.64140625,3 star
449,1890,james new speech teacher school deaf fall sarah pupil decide stay school rather venture big bad world shuns first refuse read lip use sign feeling change time,2.853333333333333,2 star
450,1955,victorian surgeon rescue heavily disfigure man mistreat owner side show freak behind monstrous façade reveal person great intelligence sensitivity base true story joseph merrick call john merrick film severely deform man th century london,3.7336578581363,3 star
451,6435,sally gillian owen born magical family mostly avoid witchcraft gillian vicious boyfriend jimmy angelov die unexpectedly owens sister give crash course hard magic policeman gary hallet grow suspicious girl struggle resurrect angelov unwittingly inject corpse evil spirit threatens end family line,3.1666666666666665,3 star
452,637,touch story italian book seller jewish ancestry live little fairy tale creative happy life would come abrupt halt entire family deport concentration camp world war ii lock try convince son whole thing game,2.846865067899451,2 star
453,73,derek vineyard parole serve year prison kill two thug try break steal truck brother danny vineyard narration learn go prison derek skinhead leader violent white supremacist gang commit act racial crime throughout l action greatly influence danny reform fresh prison derek severs contact gang becomes determine keep danny go violent path,3.794658493870403,3 star
454,3033,whale heyday director frankenstein bride frankenstein invisible man long behind retired semi recluse live day accompany image past dour housekeeper hannah hire handsome young gardener flamboyant director simple yard man develop unlikely friendship change forever,3.407870404615726,3 star
455,4518,story ascension throne early reign queen elizabeth first endless attempt council marry catholic hatred romance lord robert dudley,2.8984238178633976,2 star
456,3600,unfinished business coed julie james bring murderer bahamas terrorize friend karla tyrell vacation ray bronson survive bloody attack alongside julie two summer ago get island time save everyone,2.718884120171674,2 star
457,297,grim reaper come collect soul megamogul bill parrish arrive proposition host vacation among live trade day existence parrish agrees use pseudonym joe black death begin take part parrish daily agenda fall love man daughter yet black holiday parrish life,3.108058608058608,3 star
458,666,emotive journey former school teacher write letter illiterate people young boy whose mother die search father never know,3.462365591397849,3 star
459,692,notorious baltimore criminal underground figure divine go connie amp raymond marble sleazy marry couple make passionate attempt humiliate seize tabloid give title filthy person alive,2.340670859538784,2 star
460,244,adventure film film crew search monster remote island crew find king kong decides take back new york money make spectacle film masterpiece stop motion filmmaking history inspired line king kong film,2.3550488599348536,2 star
461,8130,roberta bore suburban housewife fascinate woman susan know read message personal section newspaper fascination reach peak ad headline desperately seek susan proposes rendezvous roberta go series event involve amnesia mistake identity step susan life,3.2,3 star
462,707,newly develop microchip design zorin industry british government survive electromagnetic radiation cause nuclear explosion land hand kgb james bond must find suspicion soon lead big industry leader max zorin,3.078952730236349,3 star
463,200,alien race faction within starfleet attempt take planet regenerative property fall upon captain picard crew enterprise defend planet people well ideal upon federation found,2.84180790960452,2 star
464,1934,young shakespeare force stage late comedy romeo ethel pirate daughter even write lovely noblewoman audition role fall forbidden love play find new life title relationship progress shakespeare comedy soon transforms tragedy,3.931413612565445,3 star
465,8879,small gold mining camp terrorise ruthless land owner want take land clint eastwood arrive rid pale horse young girl pray god help miner reveal preacher mysterious possible otherworldly origins teams miner defeat land owner corrupt sheriff,3.706749418153608,3 star
466,1369,john rambo release prison government top secret covert mission last place earth want return jungle vietnam,3.3701923076923075,3 star
467,1368,former green beret john rambo harass local law enforcement arrest vagrancy vietnam vet snap run hill rat tat tat way action movie hall fame hound relentless sheriff rambo employ heavy hand guerilla tactic shake cop tail,3.3229166666666665,3 star
468,1370,combat take toll rambo finally begin find inner peace monastery rambo friend mentor col trautman ask help top secret mission afghanistan rambo decline must reconsider trautman capture,3.433714575469041,3 star
469,1367,rocky go distance champ apollo creed try put fight behind move rocky settle adrian put life together outside ring creed seek rematch restore reputation soon enough master disaster italian stallion set collision course climactic battle brutal unforgettable,3.068798828125,3 star
470,1371,world champion rocky balboa live luxury fight opponent pose threat ring lifestyle wealth idleness shake powerful young fighter know clubber lang challenge bout take pound lang humble champ turn former bitter rival apollo creed help regain form rematch lang,3.0906019922044177,3 star
471,1374,rocky must come retirement battle gargantuan soviet fighter name drago brutally punished rocky friend former rival apollo creed seek revenge name fall comrade country rocky agrees fight drago moscow christmas bout change fighter world,3.6841076487252127,3 star
472,1375,lifetime take shot end rocky career crook accountant leave broke inspired memory trainer however rocky find glory train take come boxer,3.2328158758101946,3 star
473,1885,hassled school bully daniel larusso share adolescent woe luckily apartment building house resident martial art master kesuke miyagi agree train daniel end teach much self defense arm newfound confidence skill wisdom daniel ultimately face tormentor hugely popular classic underdog tale,3.613041565867605,3 star
474,8856,mr miyagi daniel take trip okinawa visit mr miyagi die father arrive mr miyagi find still feel old love stir trouble old rival originally leave okinawa avoid mean time daniel encounter new love also make enemy,1.8103448275862069,1 Sstar
475,5825,christmas time griswolds prepare family seasonal celebration thing never run smoothly clark wife ellen two kid clark continual bad luck worsen obnoxious family guest manage keep go know christmas bonus due soon,3.9745762711864407,3 star
476,8741,base graphic novel james jones thin red line tell story group men army rifle company call c charlie change suffer ultimately make essential discovery fierce world war ii battle guadalcanal follow journey surprise unopposed landing bloody exhaust battle follow ultimate departure survive powerful frontline cast include sean penn nick nolte woody harrelson george clooney explode action hauntingly realistic view military moral chaos pacific world war ii,2.4705882352941178,2 star
477,825,eleven articulate people work affair heart l paul produce hannah tv cooking show mark die aid men scald meredith rebuff trent charm persist trendy prolix joan try pull solitary keenan orbit adulterous couple meet hotel even sex hugh tell tall tale usually tragic woman bar,2.64,2 star
478,2620,dooley cop wrongly sack corruption team useless defence lawyer new career security guard two make fall guy robbery location guard pair begin investigate corruption within company union soon make enemy everyone unlikely duo save day,3.5642023346303504,3 star
479,192,th century franciscan monk william baskerville young novice arrive conference find several monk murder mysterious circumstance solve crime william must rise church authority fight shadowy conspiracy monastery monk use intelligence considerable,3.0232558139534884,3 star
480,2112,friend like need enemy question bad guy porter leave ask wife partner steal heist money leave dead think five month endless reservoir bitterness later porter partner crook cop tail learn bad payback,3.3997471098265897,3 star
481,1542,three office worker strike back evil employer hatch hapless attempt embezzle money,3.571586389748122,3 star
482,8224,small seemingly innocuous plastic reel film lead surveillance specialist tom welles increasingly dark frighten path help streetwise max relentlessly follow bizarre trail evidence determine fate complete stranger work turn obsession drift farther far away wife family simple life small town pi,3.1578947368421053,3 star
483,8913,dr louis creed family move country house dream discover pet cemetery back property curse burial ground deep wood brings dead back life minor problem first family cat make return trip accident force heartbroken father contemplate unthinkable,3.2890625,3 star
484,25748,arrive gatlin nebraska news reporter son get wind story youth town murder parent find series brutal murder reveal worshiper corn stalk try stop carry plan,3.7,3 star
485,8769,geeky student arnie cunningham fall christine rusty plymouth fury becomes obsess restore classic automobile former glory car change arnie whose newfound confidence turn arrogance behind wheel exotic beauty arnie girlfriend leigh best friend dennis reach met fury like,2.990740740740741,2 star
486,7227,flight crash bermuda triangle take vip valuable art philip stevens new museum hijacker take plane knock everyone sleep gas plane crash sea passenger survive small hole front flood plane dare rescue must put action everyone trap foot underwater,3.7219512195121953,3 star
487,5919,open party colossal poorly construct office build massive fire break threaten destroy tower everyone,2.958823529411765,2 star
488,871,u spaceship land desolate planet strand astronaut taylor world dominate ape year future use primitive race human experimentation sport soon taylor find among hunted life hand benevolent chimpanzee scientist,3.1984126984126986,3 star
489,1685,astronaut brent send rescue taylor crash land planet ape like taylor original film taylor disappear forbidden zone brent nova try follow find discovers cult human fear apes late military movement find middle tension mount climactic battle ape man deep bowel planet,2.953608247422681,2 star
490,1705,fifth final episode planet ape series collapse human civilization community intelligent ape lead caesar life harmony group human gorilla general aldo try cause ape civil war community human mutant live beneath destroy city try conquer perceive enemy lead finale,2.361111111111111,2 star
491,1688,futuristic world embrace ape slavery caesar son late simian cornelius zira surface almost twenty year hide authority prepares slave revolt humanity,3.452336641852771,3 star
492,1687,world shock appearance two talk chimpanzee arrive mysteriously u spacecraft become toast society one man believe threat human race,3.199909008189263,3 star
493,796,slake thirst dangerous game kathryn challenge stepbrother sebastian deflower headmaster daughter summer end succeed prize chance bed kathryn loses kathryn claim prize possession,2.9680851063829787,2 star
494,100,card sharp unwillingly enlist friend need make lot cash quick lose sketchy poker match decide pull heist small time gang happen operate flat next door,3.232303877366997,3 star
495,7341,suicide friend rachel never felt outside one person reach jessie also happen part popular crowd life torment outsider like rachel something else separate rest secret amaze ability move thing mind sue snell survivor carrie white rampage twenty two year ago may hold key help rachel come term awesome unwanted power rachel slowly learn trust terrible trap lay make angry could prove fatal,3.3402777777777777,3 star
496,1641,ben holmes professional book jacket blurbologist try get savannah wedding barely catch last plane seagull fly engine plane take late flight cancel approach hurricane force hitch ride geo metro attractive eccentric woman name sara,3.706766917293233,3 star
497,603,set nd century matrix tell story computer hacker join group underground insurgent fight vast powerful computer rule earth,2.9557877813504825,2 star
498,4951,bianca tenth grader never go date allow go boys old sister kat get boyfriend problem kat rub nearly everyone wrong way bianca guy eye joey eager joey fix kat patrick new kid town bitter enough kat,3.2566995768688294,3 star
499,8970,remake neil simon comedy follow adventure couple henry nancy clark vex misfortune new york city job interview,3.721704957678356,3 star
500,27455,foolish waise talented comedian hard edge try make comedy club la brother hard nosed gangster try make street competition face choose profession big battle love pretty girl,3.0,2 star
501,6522,two men mississippi become friend sentenced life prison together crime commit,3.425675675675676,3 star
502,114719,friend ten year group twenty somethings head ski slop guest ian father ian dad estrange dad work many hour ian lad dad something say ian listen meanwhile david gay virginal ian business partner keaton unhappy sister jane pregnant plan tell father lisa everybody pal one lover john stick adolescence always make brings german bear stunner carla promptly lose affection han fast talk ski instructor david meet manny chess common soon surprise abound relationship take new turn,1.5,1 Sstar
503,1902,handsome man find love life suffers accident need face rebuilt surgery severely disfigure,3.268333333333333,3 star
504,6396,two former geek become punk party go concert decide life,2.812,2 star
505,1946,game designer run assassin must play late virtual reality creation marketing trainee determine game damage,3.907354001441961,3 star
506,1844,two thief travel elegant circle try outsmart process end fall love,3.819858156028369,3 star
507,6552,anton cheerful exceedingly non ambitious year old stoner live stay buzz watch tv moon molly beautiful girl life next door however turn old cliché idle hand devil playground kernel truth,3.762694922031188,3 star
508,3309,cheat husband leaf mildred pierce prove become independent successful win approval spoil daughter,3.574866310160428,3 star
509,8592,comic strip detective find life vastly complicate breathless mahoney make advance towards try battle big boy caprice unite mob,3.25,3 star
510,564,dash legionnaire rick connell companion beni stumble upon hidden ruin hamunaptra midst battle year imhotep suffered fate worse death body remain undead eternity punishment forbidden love,2.33810888252149,2 star
511,4927,gay teenager find want friend love autobiographical tale set middle u grow learn life love sex friend lover,3.68801652892562,3 star
512,1893,anakin skywalker young slave strong force discover tatooine meanwhile evil sith return enact plot revenge jedi,3.656398104265403,3 star
513,1924,mild mannered clark kent work reporter daily planet alongside crush lois lane love superman clark must summon superhero alter ego nefarious lex luthor launch plan take world,2.623481781376518,2 star
514,8536,three escaped criminal planet krypton test man steel mettle lead gen zod kryptonians take control white house partner lex luthor destroy superman rule world superman attempt make human order get close lois realize responsibility save planet,3.9,3 star
515,138,legend vampire count dracula begin original dracula film bela lugosi,3.2804054054054053,3 star
516,3035,henry frankenstein doctor try discover way make dead walk succeed create monster deal living,4.046358858858859,4 star
517,8974,resident small town excite flame meteor land hill joy short live discover passenger friendly,3.06936170212766,3 star
518,509,british comedy director roger michell tell love story famous actress simple book seller london look attempt famous people personal private life ramification follow nominate three golden globe,3.686800410966312,3 star
519,1090,computer scientist hannon fuller discover something extremely important tell discovery colleague douglas hall know someone old man leave letter computer generate parallel world like seemingly real people real emotion,3.9067061793436495,3 star
520,2275,body army capt elizabeth campbell find georgia military base two investigator warrant officer paul brenner sara sunhill order solve murder uncover anything clear cut unseemly detail emerge campbell life leading allegation possible military coverup death involvement father lt gen joseph campbell,3.396857923497268,3 star
521,104,lola receive phone call boyfriend manni lose dm subway train belongs bad guy minute raise amount meet manni otherwise rob store get money three different alternative may happen depend minor event along lola run,3.396511627906977,3 star
522,55955,pakistani taxi driver parvez prostitute bettina find trap middle islamic fundamentalist decide clean local town,2.638328530259366,2 star
523,6488,large spider jungle south america accidentally transport crate dead body america mat local spider soon resident small california town disappear result spider bite deadly spider offspring couple doctor help insect exterminator annihilate eight legged freak,2.9472049689441,2 star
524,8487,legless southern inventor dr arliss loveless plan rekindle civil war assassinate president u grant two men stop gunfighter james west master disguise inventor artemus gordon two must team thwart loveless plan,3.302083333333333,3 star
525,2105,high school party four friend find losing collective virginity easy thought still believe need college motivate enter pact score senior prom,3.313488759367194,3 star
526,2667,october three student filmmaker disappear wood near burkittsville maryland shoot documentary year later footage find,2.602880658436214,2 star
527,345,dr bill hartford wife alice admit sexual fantasy man meet bill becomes obsess sexual encounter discovers underground sexual group attend one meeting quickly discovers head,3.623891919536311,3 star
528,620,lose academic post prestigious university team parapsychologists go business proton pack tot ghostbusters exterminate ghouls hobgoblin supernatural pest strip ad campaign pay knockout cellist hire squad purge swanky dig demon appear live refrigerator,3.2906976744186047,3 star
529,2978,five year defeat gozer ghostbusters business dana begin ghost problem boys come retirement aid hopefully save new york city new paranormal threat,2.9174354243542435,2 star
530,1812,misadventure two young gay men try find place alone one night manhattan gabriel aspire writer broadway musical meet mark muscle stripper pick subway spend night try find somewhere alone force contend gabriel selfish roommate irritate best friend vicious jealous drag queen gay dance club sun rise promise new relationship trick american independent gay theme romantic comedy direct jim fall trick appear sundance berlin film festival film complete less three week august,3.1346153846153846,3 star
531,8914,remote former submarine refuel facility call aquatica team scientist search cure alzheimer disease dr susan mcalester genetically engineer three mako shark intend increase brain capacity harvest tissue cure alzheimer unfortunately increase brain capacity also make shark smarter faster dangerous aquatica financial backer skeptical nervous test send corporate executive visit facility,3.823963018490754,3 star
532,4806,ike graham new york columnist write text always last minute time drunken man favourite bar tell ike maggie carpenter woman always flee groom last possible moment ike best opinion female anyway write offensive column without research subject thoroughly,3.9663461538461537,3 star
533,967,spartacus american historical drama film direct stanley kubrick base novel name howard fast historical life spartacus third servile war film star kirk douglas rebellious slave spartacus lead violent revolt decadent roman empire film award four oscar stand today one great classic sword sandal genre,2.77247191011236,2 star
534,802,humbert humbert middle age british novelist appal attracted vulgarity american culture come stay board house run charlotte haze soon becomes obsess lolita woman teenaged daughter,3.470116214720531,3 star
535,3175,eighteenth century small village ireland redmond barry young farm boy love cousin nora brady nora engages british captain john quin barry challenge duel pistol win escape dublin rob road without alternative barry join british army fight seven year war,3.586550320670942,3 star
536,873,epic tale span forty year life celie whoopi goldberg african american woman live south survives incredible abuse bigotry celie abusive father marries equally debase mister albert johnson danny glover thing go bad bad leave celie find companionship anywhere perseveres hold dream one day reunite sister africa base novel alice walker,3.0217391304347827,3 star
537,3526,true story france farmer meteoric rise fame hollywood tragic turn life take blacklist,3.5737272727272726,3 star
538,745,psychological thriller eight year old boy name cole sear believe see world dead child psychologist name malcolm crowe come cole help deal problem learn really see ghost dead people,4.112608982343029,4 star
539,913,rich successful playboy amuse steal artwork may meet match seductive detective,4.135914851901127,4 star
540,813,alcoholic pilot ted striker develop fear fly due wartime trauma nevertheless board passenger jet attempt woo back stewardess girlfriend food poison decimates passenger crew leave striker land plane help glue sniff air traffic controller striker vengeful former air force captain must talk,2.7673956262425445,2 star
541,2665,faulty computer cause passenger space shuttle head straight sun man past ted striker must save day get shuttle back track try patch relationship elaine,3.096813725490196,3 star
542,2280,young boy josh baskin make wish carnival machine big wake follow morning find grant body grown old overnight still year old boy inside must learn cope unfamiliar world grown ups include get job first romantic encounter woman find strange world,3.331001076426265,3 star
543,850,comic mishap adventure young boy name ralph try convince parent teachers santa red ryder b b gun really perfect christmas gift,3.539473684210526,3 star
544,1911,ad arab courtier ahmad ibn fadlan accompany party viking barbaric north combat terror slaughter viking devours flesh,2.671553913645809,2 star
545,2900,astronaut spencer armacost return earth mission nearly cost life decides take desk job order see beautiful wife jillian often gradually jillian notice spencer personality seem change concern fade discovers pregnant jillian grows closer become mother suspicion spencer return seem different person,2.6952479338842976,2 star
546,2162,store clerk ice cream truck driver throw together die scientist entrusts deadly chemical keep ice chemical kill every living thing melt take chemical codenamed elvis next near military base chase terrorist want hold country ransom,2.483720930232558,2 star
547,14,lester burnham depress suburban father mid life crisis decide turn hectic life around develop infatuation daughter attractive friend,3.430806522697224,3 star
548,704,capture john lennon paul mccartney george harrison ringo starr electrify element hard day night wildly irreverent journey pastiche day life beatles band use guile wit avoid pursue fan press reach schedule television performance spite paul troublemaking grandfather ringo arrest,2.844155844155844,2 star
549,1049,set south united state civil war laurel sommersby manage work farm without husband jack believe kill civil war account jack sommersby pleasant man thus return laurel mixed emotion appear jack change great deal lead people believe actually jack imposter laurel unsure willing take man home perhaps later heart,3.4084304932735425,3 star
550,6415,group american soldier station iraq end gulf war find map believe take huge cache steal kuwaiti gold hidden near base embark secret mission destine change everything,3.697674418604651,3 star
551,226,female bear teena brandon adopts male identity brandon teena attempt find love nebraska,2.6875,2 star
552,861,construction worker douglas quaid discovers memory chip brain virtual reality trip also find past invented conceal plot planetary domination soon mar find planted chip,3.443494423791821,3 star
553,4929,marshall jed cooper survive hang vow revenge lynch mob leave dangle carry oath vengeance return former job lawman long caught nine men hit list start dispense brand wild west justice,2.73738680465718,2 star
554,535,popular dance movie depict life exotic dancer side job welder true desire get ballet school dream professional dancer chance film great soundtrack oscar winning song,3.770695223525412,3 star
555,1654,american military prisoner world war ii order infiltrate well guard enemy château kill nazi officer vacation soldier face death sentence variety violent crime agree mission possible commuting sentence,3.274264705882353,3 star
556,658,special agent sean connery come face face one notorious villain time must outwit outgun powerful tycoon prevent cash devious scheme raid fort knox obliterate world economy,3.0545454545454547,3 star
557,657,agent back second installment james bond series time battle secret crime organization know spectre russian rosa klebb kronsteen snatch decode device know lektor use ravish tatiana lure bond help bond willingly travel meet tatiana istanbul must rely wit escape life series deadly encounter enemy,2.5595238095238093,2 star
558,5689,two small child ship cook survive shipwreck find safety idyllic tropical island soon however cook die young boy girl leave day become year emmeline brooke shield richard christopher atkins make home surround exotic creature nature beauty ever see civilization,2.912052117263844,2 star
559,391,man name enters mexican village san miguel midst power struggle among three rojo brother sheriff john baxter regiment mexican soldier bear gold intend pay new weapon waylay rojo brother stranger insert middle long simmering battle sell false information side benefit,3.1605922551252847,3 star
560,772,instead fly florida folk kevin end alone new york get hotel room dad credit carddespite problem clerk meddle bellboy kevin run old nemesis wet bandit determine foil plan rob toy store christmas eve,2.833333333333333,2 star
561,550,tick time bomb insomniac slippery soap salesman channel primal male aggression shock new form therapy concept catch underground fight club form every town eccentric get way ignites control spiral toward oblivion,3.0832614322691976,3 star
562,5548,violent near apocalyptic detroit evil corporation omni consumer product win contract city government privatize police force test crime eradicate cyborgs company lead street cop alex murphy arm confrontation crime lord boddicker use body support untested robocop prototype robocop learn company nefarious plan turn master,3.0294117647058822,3 star
563,5549,successful deployment robocop law enforcement unit ocp see goal urban pacification come closer closer develop new narcotic know nuke invades street lead god delirious leader cane menace grows may prove much murphy handle ocp try replicate success first unit end failed prototype suicidal issue dr faxx scientist stray away ocp path use cane new subject robocop project living god,2.941666666666667,2 star
564,856,toon star roger worry wife jessica play pattycake someone else studio hire detective eddie valiant snoop stake quickly raise marvin acme find dead roger prime suspect,3.3559322033898304,3 star
565,699,british spy ship sunk board hi tech encryption device james bond send find device hold british launching instruction enemy soviet get first,2.25,2 star
566,709,james bond american colleague felix leiter arrest drug lord sanchez succeed escape take revenge felix wife bond know one thing revenge,3.313930673642904,3 star
567,253,james bond must investigate mysterious murder case british agent new orleans soon find gangster bos name mr big,3.50192968111202,3 star
568,660,criminal organization obtain two nuclear bomb ask million pound ransom form diamond seven day use weapon secret service send james bond bahamas save world,2.992537313432836,2 star
569,492,spike jonzes debut feature film love story mix comedy fantasy story unsuccessful puppeteer name craig one day work find portal head actor john malkovich portal soon become passion anybody enters mad control world overtake another human body,3.661917482932621,3 star
