,Unnamed: 0.2,movieId,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,rating
158,855,6620,2,0,Humphrey Bogart,Audrey Hepburn,0,Billy Wilder,888,Comedy,False,2238813,Comedy,en,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work -- busily running the family corporate empire, he has no time for a wife and family. David is all play -- technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who has been infatuated with David all her life, but David hardly notices her -- ""doesn't even know I exist"" -- until she goes away to Paris for two years, and returns an elegant, sophisticated, beautiful woman. Suddenly, she finds that she has captured David's attention, but just as she does so, she finds herself falling in love with Linus, and she finds that Linus is also falling in love with her.",7.359741,Paramount Pictures,United States of America,1954-09-28,10000000.0,113.0,English,Sabrina,7.4,284.0,3.789404132628544
159,856,804,2,0,Gregory Peck,Audrey Hepburn,2,William Wyler,889,Comedy,False,1500000,Comedy,en,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",11.954806,Paramount Pictures,United States of America,1953-09-02,12000000.0,119.0,English,Roman Holiday,7.8,502.0,3.0810293492131007
160,859,630,1,2,Judy Garland,Frank Morgan,0,Victor Fleming,892,Adventure,False,2777000,Adventure,en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",22.064932,Loew's Incorporated,United States of America,1939-08-15,33754967.0,102.0,English,The Wizard of Oz,7.4,1689.0,3.350210970464135
161,860,770,1,2,Vivien Leigh,Clark Gable,0,Victor Fleming,893,Drama,False,4000000,Drama,en,Gone with the Wind,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,14.240357,Selznick International Pictures,United States of America,1939-12-15,400176459.0,238.0,English,Gone with the Wind,7.7,995.0,2.735294117647059
162,862,599,2,1,William Holden,Gloria Swanson,0,Billy Wilder,895,Drama,False,1752000,Drama,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,11.709777,Paramount Pictures,United States of America,1950-08-10,5000000.0,110.0,English,Sunset Boulevard,8.2,533.0,3.981740370898716
163,863,15,2,2,Orson Welles,Joseph Cotten,2,Orson Welles,896,Mystery,False,839727,Mystery,en,Citizen Kane,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",15.811921,RKO Radio Pictures,United States of America,1941-04-30,23217674.0,119.0,English,Citizen Kane,8.0,1244.0,2.72704
164,864,62,2,2,Keir Dullea,Gary Lockwood,2,Stanley Kubrick,897,Science Fiction,False,10500000,Science Fiction,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",22.494622,Stanley Kubrick Productions,United States of America,1968-04-10,68700000.0,149.0,English,2001: A Space Odyssey,7.9,3075.0,3.750324282255275
165,866,705,1,1,Bette Davis,Anne Baxter,2,Joseph L. Mankiewicz,899,Drama,False,1400000,Drama,en,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",12.06308,Twentieth Century Fox Film Corporation,United States of America,1950-11-09,63463.0,138.0,English,All About Eve,8.0,367.0,3.4988888888888887
166,868,223,2,1,Laurence Olivier,Joan Fontaine,2,Alfred Hitchcock,901,Drama,False,1288000,Drama,en,Rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,8.590813,Selznick International Pictures,United States of America,1940-04-12,6000000.0,130.0,English,Rebecca,7.7,346.0,3.856592859331903
167,870,303,2,1,Cary Grant,Ingrid Bergman,2,Alfred Hitchcock,903,Thriller,False,2000000,Thriller,en,Notorious,"Released shortly after the war, this classic Hitchcock film illustrates the battle between German Nazis and American spies in Rio de Janeiro where a German businessman keeps a wine cellar with uranium ore.",10.135111,RKO Radio Pictures,United States of America,1946-08-15,24464742.0,102.0,English,Notorious,7.8,345.0,3.040473145780051
168,871,4174,1,2,Ingrid Bergman,Gregory Peck,2,Alfred Hitchcock,904,Drama,False,1500000,Drama,en,Spellbound,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",5.47596,Selznick International Pictures,United States of America,1945-12-28,7000000.0,111.0,English,Spellbound,7.3,166.0,3.6906040268456377
169,873,381,2,1,Cary Grant,Grace Kelly,2,Alfred Hitchcock,906,Crime,False,2500000,Crime,en,To Catch a Thief,A delightful Hitchcock film about an ex-burglar who must catch a thief who’s been copying this style before he gets accused of the wrong crimes. His time is running out as the police are close behind him yet he finds time for a little romance of course. A classic masterpiece starring Grace Kelly and Cary Grant.,5.490505,Paramount Pictures,United States of America,1955-08-03,8750000.0,106.0,Français,To Catch a Thief,7.1,299.0,3.4050666666666665
170,876,1859,1,2,Greta Garbo,Melvyn Douglas,2,Ernst Lubitsch,909,Comedy,False,1365000,Comedy,en,Ninotchka,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,5.120036,Metro-Goldwyn-Mayer (MGM),United States of America,1939-10-06,2279000.0,110.0,English,Ninotchka,7.3,77.0,3.632420091324201
171,882,1939,1,2,Gene Tierney,Dana Andrews,2,Otto Preminger,915,Drama,False,1020000,Drama,en,Laura,A police detective falls in love with the woman whose murder he's investigating.,9.884516,Twentieth Century Fox Film Corporation,United States of America,1944-10-11,2000000.0,88.0,English,Laura,7.6,173.0,4.084093211752786
172,885,3080,2,1,Fred Astaire,Ginger Rogers,2,Mark Sandrich,918,Comedy,False,609000,Comedy,en,Top Hat,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",7.122093,RKO Radio Pictures,United States of America,1935-09-06,3202000.0,101.0,English,Top Hat,7.4,62.0,2.5
173,889,220,0,1,James Dean,Julie Harris,2,Elia Kazan,922,Drama,False,1,Drama,en,East of Eden,"In the Salinas Valley, in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother Aron for the love of their father Adam. Cal is frustrated at every turn, from his reaction to the war, to how to get ahead in business and in life, to how to relate to estranged mother.",6.42883,Warner Bros.,United States of America,1955-03-09,5.0,115.0,English,East of Eden,7.5,163.0,2.407166123778502
174,890,3529,2,1,William Powell,Myrna Loy,2,W.S. Van Dyke,923,Comedy,False,226408,Comedy,en,The Thin Man,"After a four year absence, one time detective Nick Charles returns to New York with his new wife Nora and their dog, Asta. Nick re-connects with many of his old cronies, several of whom are eccentric characters, to say the least. He's also approached by Dorothy Wynant whose inventor father Clyde Wynant is suspected of murdering her step-mother. Her father had left on a planned trip some months before and she has had no contact with him. Nick isn't all that keen on resuming his former profession but egged-on by wife Nora, who thinks this all very exciting, he agrees to help out. He solves the case, announcing the identity of the killer at a dinner party for all of the suspects.",10.573867,Metro-Goldwyn-Mayer (MGM),United States of America,1934-05-25,1423000.0,93.0,English,The Thin Man,7.4,97.0,3.361111111111111
175,892,2897,2,2,David Niven,Cantinflas,2,Michael Anderson,925,Adventure,False,6000000,Adventure,en,Around the World in Eighty Days,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",6.164226,Michael Todd Company,United States of America,1956-10-17,42000000.0,167.0,English,Around the World in Eighty Days,6.5,85.0,3.5325
176,893,1585,2,1,James Stewart,Donna Reed,0,Frank Capra,926,Drama,False,3180000,Drama,en,It's a Wonderful Life,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",15.031588,RKO Radio Pictures,United States of America,1946-12-20,9644124.0,130.0,English,It's a Wonderful Life,8.0,1103.0,3.3271028037383177
177,894,3083,2,1,James Stewart,Jean Arthur,0,Frank Capra,927,Comedy,False,1500000,Comedy,en,Mr. Smith Goes to Washington,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",8.168694,Columbia Pictures,United States of America,1939-10-19,9600000.0,129.0,English,Mr. Smith Goes to Washington,7.9,245.0,3.988116458704694
178,909,488,2,1,Humphrey Bogart,Katharine Hepburn,2,John Huston,942,Adventure,False,1300000,Adventure,en,The African Queen,"At the start of the first World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",6.636872,United Artists,United Kingdom,1951-12-03,10750000.0,105.0,English,The African Queen,7.4,232.0,3.405172413793104
179,911,261,1,2,Elizabeth Taylor,Paul Newman,2,Richard Brooks,944,Drama,False,3000000,Drama,en,Cat on a Hot Tin Roof,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",11.794846,Avon Production,United States of America,1958-02-17,17570324.0,108.0,English,Cat on a Hot Tin Roof,7.6,168.0,3.597093071961129
180,932,1770,2,2,Liam Neeson,Aidan Quinn,0,Neil Jordan,963,Drama,False,28000000,Drama,en,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",6.728199,Geffen Pictures,Ireland,1996-10-25,16900000.0,132.0,English,Michael Collins,6.8,98.0,2.861233480176212
181,946,6346,2,2,Chris O'Donnell,Gene Hackman,2,James Foley,977,Crime,False,50000000,Crime,en,The Chamber,"Having survived the hatred and bigotry that was his Klansman grandfather's only legacy, young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed, Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated, young Mr. ""Hall"" confronts his venom-spewing elder, Mr. ""Cayhall,"" about the murders. The next day, headlines run proclaiming Adam the grandson who has come to the state to save his grandfather, the infamous Ku Klux Klan bomber. While the old man's life lies in the balance, Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather, but perhaps for himself as well. He has come to heal the wounds of his own father's suicide...",3.998494,Imagine Entertainment,United States of America,1996-10-11,22540359.0,113.0,English,The Chamber,5.9,62.0,2.743801652892562
182,959,173,2,2,Kirk Douglas,James Mason,0,Richard Fleischer,990,Adventure,False,5000000,Adventure,en,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",8.722406,Walt Disney Productions,United States of America,1954-12-23,28200000.0,127.0,English,"20,000 Leagues Under the Sea",6.9,160.0,2.5347226351150485
183,960,864,2,2,Leon Robinson,Doug E. Doug,2,Jon Turteltaub,991,Comedy,False,14000000,Comedy,en,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",8.30721,Walt Disney,United States of America,1993-09-30,154864401.0,98.0,English,Cool Runnings,6.8,510.0,3.2527472527472527
184,967,8367,2,2,Kevin Costner,Morgan Freeman,0,Kevin Reynolds,998,Adventure,False,48000000,Adventure,en,Robin Hood: Prince of Thieves,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",10.639244,Warner Bros.,United States of America,1991-06-14,390493908.0,143.0,English,Robin Hood: Prince of Thieves,6.6,937.0,3.294776119402985
185,968,433,1,2,Julie Andrews,Dick Van Dyke,2,Robert Stevenson,999,Comedy,False,6000000,Comedy,en,Mary Poppins,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",15.11549,Walt Disney Productions,United States of America,1964-08-27,102272727.0,139.0,English,Mary Poppins,7.4,1217.0,2.9156200941915227
186,976,562,2,2,Bruce Willis,Alan Rickman,2,John McTiernan,1007,Action,False,28000000,Action,en,Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",16.640522,Twentieth Century Fox Film Corporation,United States of America,1988-07-15,140767956.0,131.0,English,Die Hard,7.5,4005.0,3.763978263978264
187,996,454,2,1,Leonardo DiCaprio,Claire Danes,2,Baz Luhrmann,1029,Drama,False,14500000,Drama,en,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",11.774061,Bazmark Films,United States of America,1996-10-31,147298761.0,120.0,English,Romeo + Juliet,6.7,1406.0,3.501918859649123
188,998,819,2,2,Robert De Niro,Brad Pitt,2,Barry Levinson,1031,Crime,False,44000000,Crime,en,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes. A moving drama from director Barry Levinson.,9.198283,Propaganda Films,United States of America,1996-10-18,165615285.0,147.0,English,Sleepers,7.3,729.0,3.359375
189,1009,252,2,0,Gene Wilder,Jack Albertson,2,Mel Stuart,1042,Family,False,3000000,Family,en,Willy Wonka & the Chocolate Factory,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,12.416635,Paramount Pictures,United States of America,1971-06-29,4000000.0,100.0,English,Willy Wonka & the Chocolate Factory,7.4,826.0,3.2108323413606814
190,1013,623,0,1,John Cleese,Jamie Lee Curtis,2,Charles Crichton,1047,Comedy,False,7500000,Comedy,en,A Fish Called Wanda,"A diamond advocate is attempting to steal a collection of diamonds, yet troubles arise when he realizes that he is not the only one after the diamonds.",11.400353,Metro-Goldwyn-Mayer (MGM),United Kingdom,1988-07-15,62493712.0,108.0,English,A Fish Called Wanda,7.1,576.0,3.260869565217391
191,1014,583,2,0,Graham Chapman,John Cleese,2,Terry Jones,1048,Comedy,False,4000000,Comedy,en,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",10.714173,HandMade Films,United Kingdom,1979-08-17,20045115.0,94.0,English,Life of Brian,7.7,1230.0,3.5347985347985347
192,1018,475,2,1,Warren Beatty,Faye Dunaway,2,Arthur Penn,1052,Crime,False,2500000,Crime,en,Bonnie and Clyde,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.,12.109198,Tatira-Hiller Productions,United States of America,1967-07-18,50700000.0,111.0,English,Bonnie and Clyde,7.6,384.0,3.903472831918837
193,1020,521,2,1,Ray Milland,Grace Kelly,2,Alfred Hitchcock,1054,Crime,False,1400000,Crime,en,Dial M for Murder,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.",7.853231,Warner Bros.,United States of America,1954-05-29,3000000.0,104.0,English,Dial M for Murder,7.9,539.0,3.3238307349665925
194,1021,88,1,2,Jennifer Grey,Patrick Swayze,2,Emile Ardolino,1056,Drama,False,6000000,Drama,en,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love.",14.044122,Great American Films Limited Partnership,United States of America,1987-08-21,213954274.0,100.0,English,Dirty Dancing,7.1,1371.0,3.125899897154611
195,1022,500,2,2,Harvey Keitel,Tim Roth,2,Quentin Tarantino,1057,Crime,False,1200000,Crime,en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",12.22034,Live Entertainment,United States of America,1992-09-02,14661007.0,99.0,English,Reservoir Dogs,8.1,3821.0,3.3931413515024085
196,1023,792,2,2,Tom Berenger,Charlie Sheen,2,Oliver Stone,1058,Drama,False,6000000,Drama,en,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",18.206972,Orion Pictures,United Kingdom,1986-12-18,138530565.0,120.0,English,Platoon,7.5,1236.0,3.017857142857143
197,1024,8491,2,2,Andrew McCarthy,Jonathan Silverman,2,Ted Kotcheff,1059,Comedy,False,6500000,Comedy,en,Weekend at Bernie's,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",8.051891,Gladden Entertainment,United States of America,1989-07-05,30218387.0,97.0,English,Weekend at Bernie's,6.4,255.0,3.963888888888889
198,1025,402,2,1,Michael Douglas,Sharon Stone,2,Paul Verhoeven,1060,Thriller,False,49000000,Thriller,en,Basic Instinct,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",16.628427,TriStar Pictures,France,1992-03-20,352927224.0,127.0,English,Basic Instinct,6.5,869.0,2.893939393939394
199,1030,601,0,1,Henry Thomas,Drew Barrymore,2,Steven Spielberg,1065,Science Fiction,False,10500000,Science Fiction,en,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",19.358546,Universal Pictures,United States of America,1982-04-03,792965326.0,115.0,English,E.T. the Extra-Terrestrial,7.3,3359.0,3.394957983193277
200,1033,2119,2,2,Tom Cruise,Robert Duvall,2,Tony Scott,1068,Adventure,False,60000000,Adventure,en,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",7.046753,Paramount Pictures,United States of America,1990-06-27,157920733.0,107.0,English,Days of Thunder,5.9,359.0,2.354181558255897
201,1034,744,2,1,Tom Cruise,Kelly McGillis,2,Tony Scott,1069,Action,False,15000000,Action,en,Top Gun,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",20.301019,Paramount Pictures,United States of America,1986-05-16,356830601.0,110.0,English,Top Gun,6.7,1736.0,2.921052631578948
202,1035,136311,2,2,Luke Perry,Eric Roberts,2,Michael Covert,1070,Action,False,0,Action,en,American Strays,"The desert can be a lonely place for the people who live there or for those who are traveling through. It is also the teller of different stories including the story of a traveling salesman whose only commodity is death and the story of a young man who finds that the death that he wishes for is difficult to find. Others are just traveling through, on their way to another place when they stop to eat at Red's Desert Oasis. The food may not be great, and the waitress may be surly, but those who stopped at Red's will find that they are involved in the showdown of their life.",0.51063,Harmony Gold,United States of America,1996-09-12,1910.0,97.0,English,American Strays,6.8,5.0,3.590909090909091
203,1037,702,1,2,Vivien Leigh,Marlon Brando,2,Elia Kazan,1072,Drama,False,1800000,Drama,en,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,7.301719,Charles K. Feldman Group,United States of America,1951-09-18,8000000.0,125.0,English,A Streetcar Named Desire,7.6,291.0,3.7458432304038
204,1049,1630,2,1,Woody Harrelson,Courtney Love,2,Miloš Forman,1086,Drama,False,36000000,Drama,en,The People vs. Larry Flynt,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",9.178371,Sony Pictures,United States of America,1996-10-12,20300385.0,129.0,English,The People vs. Larry Flynt,6.8,257.0,2.625
205,1055,2756,2,1,Ed Harris,Mary Elizabeth Mastrantonio,2,James Cameron,1092,Adventure,False,70000000,Adventure,en,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",9.809585,Twentieth Century Fox Film Corporation,United States of America,1989-08-09,90000098.0,139.0,English,The Abyss,7.1,822.0,2.9413043478260867
206,1056,790,1,1,Adrienne Barbeau,Jamie Lee Curtis,2,John Carpenter,1093,Horror,False,1000000,Horror,en,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",9.194572,AVCO Embassy Pictures,United States of America,1980-02-08,21378361.0,89.0,English,The Fog,6.4,318.0,3.516949152542373
207,1057,1103,2,2,Kurt Russell,Lee Van Cleef,2,John Carpenter,1094,Science Fiction,False,6000000,Science Fiction,en,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",10.124544,AVCO Embassy Pictures,United States of America,1981-05-22,50244700.0,99.0,English,Escape from New York,6.9,720.0,3.789058093626621
208,1063,762,2,0,Graham Chapman,John Cleese,2,Terry Gilliam,1100,Adventure,False,400000,Adventure,en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",10.43389,Python (Monty) Pictures Limited,United Kingdom,1975-03-13,5028948.0,91.0,Français,Monty Python and the Holy Grail,7.8,1742.0,2.4176879617557585
209,1092,892,2,1,Dominique Pinon,Marie-Laure Dougnac,2,Jean-Pierre Jeunet,1135,Comedy,False,4000000,Comedy,fr,Delicatessen,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,12.565447,Hachette Première,France,1991-04-17,1794187.0,99.0,Français,Delicatessen,7.4,320.0,3.72599451303155
210,1093,1600,1,1,Irène Jacob,Halina Gryglaszewska,2,Krzysztof Kieślowski,1136,Drama,False,0,Drama,fr,La double vie de Véronique,"Veronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Veronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Veronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",9.661817,Canal+,France,1991-05-15,1999955.0,97.0,Français,The Double Life of Veronique,7.3,154.0,2.8401920438957475
211,1094,26561,1,1,Josie Lawrence,Miranda Richardson,2,Mike Newell,1137,Romance,False,0,Romance,en,Enchanted April,"Based on Elizabeth Von Arnim's novel, four Englishwomen rent an Italian villa on holiday.",2.400185,Miramax Films,United Kingdom,1991-11-06,13200170.0,89.0,English,Enchanted April,6.9,25.0,3.0892857142857144
212,1099,409,2,1,Ralph Fiennes,Juliette Binoche,2,Anthony Minghella,1142,Drama,False,27000000,Drama,en,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",15.564161,Miramax Films,United Kingdom,1996-11-14,231976425.0,162.0,Deutsch,The English Patient,7.0,559.0,3.0412371134020617
213,1108,31225,0,0,Dorian Corey,Pepper LaBeija,0,Jennie Livingston,1151,Documentary,False,500000,Documentary,en,Paris is Burning,"A chronicle of New York City's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",4.101295,[],United States of America,1990-03-13,3779620.0,71.0,English,Paris is Burning,8.2,67.0,3.64280798348245
214,1109,510,2,1,Jack Nicholson,Louise Fletcher,2,Miloš Forman,1152,Drama,False,3000000,Drama,en,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",35.529554,United Artists,United States of America,1975-11-18,108981275.0,133.0,English,One Flew Over the Cuckoo's Nest,8.3,3001.0,2.759656652360515
215,1111,1891,2,2,Mark Hamill,Harrison Ford,2,Irvin Kershner,1154,Adventure,False,18000000,Adventure,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",19.470959,Lucasfilm,United States of America,1980-05-17,538400000.0,124.0,English,The Empire Strikes Back,8.2,5998.0,2.4649122807017543
