,movie_id,Label,overview
2147,20391,Average,michigan farmer prospector form partnership california gold country adventure include buy share wife hijack stage kidnap six prostitute turn mining camp boom town along way plenty drink gamble sing even find time creative gold mining
2148,12584,Flop,afflict terminal illness john bernard brook last legendary gunfighters quietly return carson city medical attention old friend dr hostetler aware day number troubled man seek solace peace board house run widow son however brook fate die peace become embroil one last valiant battle
2149,11542,Below Average,research scientist william hurt explores boundary frontier consciousness use sensory deprivation hallucinogenic mixture native american shaman explores alter state consciousness find memory time perhaps reality state mind
2150,17169,Above Average,philo take part bare knuckle fight make money earn car repair business decides retire fight mafia come along arrange another fight push motorcycle gang orangutan call clyde add fun
2151,2770,Superhit,whole gang back close ever decide get even closer spending summer together beach house decide hold big party ever see even preparation always go plan especially stifler finch jim become close ever want jim mistake super glue lubricant
2152,12610,Below Average,policeman white blood cell help cold pill must stop deadly virus destroy human live frank
2153,13496,Below Average,midwest town learns corrupt railroad baron capture deed homestead without knowledge group young rancher join force take back rightfully become object big manhunt history old west fame grow legend leader young outlaw name jessie james
2154,21055,Flop,contemporary romantic comedy explore unlikely pair two somethings thrown together respective best friend hop ignite romance
2155,10972,Disaster,tension rise within asbestos clean crew work abandon mental hospital horrific past seem come back
2156,1722,Above Average,greek fisherman leave fight greek army wwii fiancee fall love local italian commander film base novel italian soldier experience italian occupation greek island cephalonia kefalonia hollywood make pure love story remove much unpleasant stuff
2157,9896,Above Average,ensemble film easy money greed manipulation bad drive la vega casino tycoon entertain wealthy high roller group bet anything pit six ordinary people wild dash million jammed locker hundred mile away tycoon wealthy friend monitor racer every move keep track favorite rule race rule
2158,2294,Average,jay silent bob learn comic book alter egos bluntman chronic sell hollywood part big screen movie leave royalty pair travel tinseltown sabotage production
2159,10016,Below Average,melanie ballard natasha henstridge hard nosed police chief year police snatch squad send mar apprehend dangerous criminal james williams ice cube mar occupy human time set mining facility mining activity mar unleashed spirit alien being gradually possess body worker soon turn catch dangerous fugitive take back seat alien spirit begin rid planet invader
2160,26602,Below Average,come age romantic comedy set backdrop cape cod baseball league local boy ryan dunne freddie prinze jr pitcher boston college meet tenley parrish jessica biel daughter wealthy couple summer cape ryan tenley fall love much chagrin family ryan cling one last hope discover signed pro baseball contract
2161,37920,Disaster,hungarian family force flee communist country unite state must leave young daughter behind six year later family arranges bring absent daughter united state trouble adjust daughter decides travel budapest discover identity
2162,22230,Disaster,comedy pay tribute science fiction genre specifically sub genre time travel alternate reality contemporary new york city past future experience trust commitment denial cleverly put test ruby begin relish first ever healthy relationship sam begin mutter time traveler year
2163,15104,Flop,mexican american master chef father three daughter lose taste food life
2164,8922,Above Average,college age brother sister get bargain road trip home spring break bickering sibling witness creepy truck driver toss body bag sewer near abandon church investigate bad move opening pandora box unspeakable evil pair must flee life monstrous shape hot pursuit
2165,11065,Below Average,hot young star hip drive soundtrack plus provocative tale jealousy betrayal combine create controversial modern day version shakespeare classic othello odin james mekhi phifer school star basketball player future nba hopeful even though black student elite palmetto grove academy
2166,21118,Disaster,candy lonnie earl crazy problem marry roy marry darlene far secret affair change foursome drive cross country head big surprise
2167,34223,Flop,two fraternity pledge go sleazy bar look stripper entertain college friend
2168,11370,Below Average,peter hyams adaptation famous alexander duma story three musketeer young artagnan seek join legendary musketeer brigade avenge father death find musketeer disband
2169,12508,Below Average,rock star tell story chris cole rock band call steel dragon cole photocopier technician day lead singer steel dragon tribute band call blood pollution night internal struggle steel dragon band member culminate firing lead singer bobby beer start recruitment session find new vocalist loosely inspired true story heavy metal band juda priest
2170,18734,Flop,bite disturb come age tale writer director michael cuesta life bittersweet along l e also know long island expressway suburban teen howie blitzer learn clearly space week lose nearly everything everyone know leave navigate adolescence virtually unsupervised
2171,2176,Below Average,parent ruby young brother rhett kill car crash parent best friend erin terry glass become guardian child hear promise world opulence california fun move glass gate house long though ruby suspect erin terry may ideal guardian seem
2172,20857,Average,aimless young man scalp ticket gamble drinking agree coach little league team cabrini green housing project chicago condition get loan friend
2173,75386,Disaster,josh consummate temp employee avoid long term connection responsibility work personal life however time agency place schuyler amp mitchell law firm josh tire temporary life agrees take permanent position firm josh difficulty adapt new lifestyle manifest inability complete simple initial task mail seventeen important letter
2174,2185,Flop,story mysterious suitcase bring together change life divorce dad unhappy housewife two hitman pair street thug two love strike teen two fbi men psychedelic toad base pulitzer prize win humorist dave barry best sell first novel big trouble
2175,10696,Flop,similar mariah life story mariah play role young singer eager become big star date dj help get music business
2176,2034,Hit,first day job narcotic officer rookie cop work rogue detective appear
2177,31016,Flop,film follow marital date life three men three woman unknowingly form tangle web relationship intersperse man street interview scene six character live film weave humorous bite commentary game love easy start hard finish
2178,32567,Flop,documentary shackleton antartic expedition retell sir ernest shackleton ill fat expedition antarctica crew vessel endurance trap ice floe frigid open ocean antarctic shackleton decide many crew injured weak exposure starvation take team fit men attempt find help set appalling condition hopelessly inadequate equipment endure weather terrain finally reach safety persuade local team confidence abandon team would still alive set find almost year trap ice member crew finally rescue
2179,12537,Flop,story within story anna actress star opposite mike period piece forbidden love respective character sarah charles actor involve serious relationship passionate nature script lead camera love affair well attempt maintain composure professionalism anna mike struggle come term infidelity
2180,25767,Flop,victor hillary luck point allow tourist take guide tour castle charles delacro millionaire oil tycoon visit take like house soon hattie durant get involve good old fashion love triangle
2181,11576,Above Average,group stranger come across man die car crash proceeds tell bury california follow madcap adventure stranger attempt claim prize
2182,9660,Flop,world war ii submarine commander find stuck decrepit sub con man executive officer group army nurse
2183,15393,Below Average,brief fling male disc jockey obsess female fan take frighten perhaps even deadly turn another woman enter picture
2184,248,Flop,damon runyon fairytale sweet funny tell director frank capra boozy brassy apple annie beggar basket apple much part downtown new york old broadway bootlegger dave dude sucker apple think bring luck dave girlfriend queenie martin need lot luck turn annie jam help annie daughter louise live life spanish convent come america count son count son want marry louise think mother part new york society dave queenie runyonesque crony turn annie lady convince count son hobnob new york elite
2185,13766,Flop,andie bergstrom astronaut eagerly await first trip space run summer camp teenager nasa employed husband zach one night engine test andie four teenage camper accidentally shot space together group include kathryn pilot training tish ditz perfect memory must work together operate spacecraft return home
2186,12103,Hit,daughter psychiatrist kidnap horrify discover abductor demand break post traumatic stress disorder suffer young woman know secret
2187,11313,Below Average,widow mother son change mysterious stranger enters life
2188,9398,Above Average,clear runway derek zoolander vh three time male model year face fall hippie chic hot right hansel scooter steal year award evil fashion guru mugatu seize opportunity turn derek kill machine well design conspiracy help hansel well choose accessory derek make world safe
2189,45864,Disaster,four lifelong friend bryan matt corey road trip planning whole live corey beloved grandfather unexpectedly dy go claim corey inheritance gang meet matt beautiful cousin jessie embark hilarious extreme sport fill adventure
2190,10866,Average,three young people road trip colorado new jersey talk trucker cb radio must escape turn psychotic killer
2191,34549,Below Average,max keeble victim th grade class plot revenge learns move backfire move
2192,9778,Above Average,although stranger sara jonathan already relationships realize genuine chemistry chance encounter part company soon year later yearn reunite despite destined altar give true love chance find one another
2193,16121,Flop,veteran sergeant world war lead squad world war ii always company survivor pvt griff writer pvt zab sicilian pvt vinci pvt johnson vichy french africa sicily day omaha beach belgium france end concentration camp czechoslovakia face true horror war
2194,1623,Average,new warden small prison farm arkansas try clean corruption initially pose inmate
2195,13550,Below Average,man stay seclude historical mansion find life haunt presence spectre
2196,13612,Average,perennially stone cheech chong tear city los angeles cause trouble wherever go cheech loses job two pot enthusiast head welfare office cheech girlfriend donna work instead collect unemployment find thrown back street search way earn new income cheech cousin red mendoza arrives thing get even crazy
2197,16769,Above Average,biography loretta lynn country western singer come poverty fame
2198,3172,Above Average,two bank robber fall love girl kidnap
2199,17708,Below Average,corky romano bumble simpleton veterinarian young outcast son age gangster name pops romano call upon corky infiltrate local fbi retrieve destroy evidence use incriminate pop racketeering charge
2200,12780,Below Average,iron monkey hong kong variation robin hood corrupt official chinese village rob masked bandit know iron monkey name benevolent deity else fail governor force travel physician find bandit arrival evil shaolin monk bring physician iron monkey together battle corrupt government
2201,1018,Below Average,car wreck wind mulholland drive render woman amnesic perky hollywood hopeful search clue answer across los angeles twist venture beyond dream reality
2202,11380,Flop,year death gunshot jimmy bone come back ghost wreak revenge kill clean neighborhood
2203,984,Average,madman dub scorpio terrorizes san francisco hard nose cop harry callahan famous take prisoner approach law enforcement task hunt psychopath harry eventually collar scorpio process rescue kidnap victim see walk technicality maverick detective determine nail maniac
2204,14811,Above Average,lavishly produce critically acclaim screen adaptation international stage sensation tell life affirm story tevye topol poor milkman whose love pride faith help face oppression turn century czarist russia nominate eight academy award
2205,768,Above Average,frederick abberline opium huff inspector scotland yard fall one jack ripper prostitute target hughes brother adaption graphic novel posit ripper true identity
2206,2100,Below Average,court martialed general rally together inmate rise system put away
2207,11091,Average,single mother dream become writer son age go failed marriage drug addict father
2208,9081,Flop,wake life young man persistent lucid dream like state film follow protagonist initially observe later participates philosophical discussion weave together issue like reality free relationship others mean life
2209,167,Above Average,prot patient mental hospital claim far away planet psychiatrist try help begin doubt explanation
2210,141,Flop,narrowly escape bizarre accident trouble teenager plague vision large bunny rabbit manipulates commit series crime
2211,11456,Above Average,divorce father discovers year old son new stepfather make
2212,585,Blockbuster,james sullivan mike wazowski monster earn live scar child best business even though afraid child child accidentally enters world jam mike suddenly find kid afraid uncover conspiracy could threaten child across world
2213,10796,Above Average,sheriff deputy fight alternate universe version grows strong alternate self kill
2214,23949,Disaster,three character ensemble piece set within confines tawdry motor lodge lansing michigan year apart three disparate people come together play unresolved drama final day high school intrigue watch layer denial slowly peel away suspense build character provoke reveal true nature motivation mesmerize drawn life choose card play card hold
2215,9889,Hit,shallow man fall love pound woman inner beauty
2216,140511,Disaster,seymore young man mind child love three thing life basketball sneak cigarette mother life simple pleasure brutally torn witness mother gun neighborhood punk seymore must overcome child within rise fight kind justice fight take street friends many enemy one killer want silence
2217,13408,Below Average,rent due car boot sean dr dre come end fast best buddy roommate dee loc snoop dogg suggest sean get job bust suds local car wash
2218,671,Blockbuster,harry potter live stairs aunt uncle house whole life th birthday learn powerful wizard place wait hogwarts school witchcraft wizardry learn harness newfound power help school kindly headmaster harry uncovers truth parent death villain blame
2219,20794,Flop,dentist find murder suspect sexy patient seduces prescribe drug
2220,14369,Below Average,animal house meet casablanca outrageous snowboard comedy rick rambis friend time live bull mountain legendary papa muntz son decide sell mountain sleazy land developer john major staff fire turn bull mountain yuppieville
2221,1535,Hit,veteran spy nathan muir verge retire cia learn one time protégé close friend tom bishop political prisoner sentence die beijing although friendship mar bad blood resentment muir agrees take dangerous mission career rescue bishop
2222,1433,Flop,lose father year old carlos arrive santa lucia school shelter orphan republican militia politician take steely headmistress carmen kindly professor casares soon arrival carlos run violent caretaker jacinto gradually carlos uncovers secret school include youthful ghost wanders ground
2223,16085,Above Average,life comedienne fannie brice early day jewish slum low east side height career ziegfeld folly include marriage eventual divorce first husband nick arnstein
2224,16441,Below Average,dar son king hunt priest birth grow another family become grown man new father murder savage discovers ability communicate animal lead quest revenge father killer
2225,10656,Disaster,fred raffish safe blower take refuge paris metro chase henchman shady businessman steal document hide back room conduit metro fred encounter subterranean society eccentric character petty criminal despite pursue henchman fred find time flirt héléna blow safe rob train evade hapless metro police start rock band
2226,72277,Flop,white australian lawyer david burton agree reluctance defend group aborigine charge murder one suspect victim target violate tribal taboo defendant deny tribal association burton plague apocalyptic vision water slowly realize danger may come involvement aborigine prophecy
2227,11033,Average,mysterious tall blonde woman wear sunglass murder one psychiatrist patient prostitute witnessed
2228,3537,Below Average,chronicle live several teenager attend new york high school student gift perform art
2229,8738,Below Average,u navy powerful warship uss nimitz caught storm routine manoeuvre pacific envelop strange green light ship pass vortex emerge communication cut ship captain kirk douglas send patrol f pilot shock encounter vintage japanese warplane
2230,3604,Below Average,football player friend travel planet mongo find fight tyrant ming merciless save earth
2231,10649,Average,dirty harry callahan return time saddle rookie female partner together must stop terrorist group consist angry vietnam veteran
2232,42566,Flop,sean kane force resign san francisco police department narcotic division go berserk partner murder decides fight alone follow trail drug trafficker unexpected high place
2233,17689,Below Average,phoenix cop ben shockley well way become derelict assign transport witness name gu mally vegas mally turns belligerent prostitute mob tie incriminate information regard high place figure
2234,14854,Below Average,archetypical renegade texas ranger wage war drug kingpin automatic weapon wits martial art gun battle leave partner dead inevitably culminate martial art showdown drug lord ranger involve woman love
2235,10650,Above Average,young rape victim take justice hand become serial killer dirty harry callahan suspension sfpd bring justice
2236,8007,Above Average,fly routine reconnaissance mission bosnia fighter pilot chris burnett photograph something suppose see get shoot behind enemy line must outrun army lead ruthless serbian general time run deadly tracker trail burnett command officer decides risk career launch renegade rescue mission save life
2237,161,Superhit,less hour parole charismatic thief danny ocean already roll next plan one night danny hand pick crew specialist attempt steal million three la vegas casino score cash danny risk chance reconcile ex wife te
2238,23111,Below Average,russian circus visit u clown want defect nerve saxophone play friend however come decision defect middle bloomingdales befriend black security guard fall love italian immigrant behind perfume counter follow life work way american dream try find work musician
2239,194,Hit,tiny parisian café adorable yet painfully shy amélie audrey tautou accidentally discover gift help others soon amelie spending day matchmaker guardian angel around gooder bump handsome stranger find courage become star love story
2240,11397,Above Average,bet gridiron hero john hughes high school set turn bespectacled plain jane beautiful popular prom queen outrageous send teen movie genre
2241,1903,Superhit,david aames tom cruise wealth good look gorgeous woman arm begin fall warmhearted sofia penelope cruz face horribly disfigure car accident begin trouble line illusion reality life death blur
2242,9428,Above Average,estrange family former child prodigy reunite father announces terminal illness
2243,24264,Flop,sheena white parent kill safari raise mystical witch woman african tribe foster mother frame murder political leader sheena newsman vic casey force flee pursued mercenary hire real killer hop assume power sheena ability talk animal knowledge jungle lore give chance high tech weapon mercenary
2244,27150,Below Average,texas sheriff try kung fu ax killer revive doctor can not kill
2245,26978,Below Average,three woman make emergency land planet plague fatal disease capture dictator overdog adventurer wolff go rescue meet niki earthling leave medical expedition combine talent try rescue woman
2246,19209,Disaster,experience guide vic accompanies city boy alan three friend first wilderness experience hop teach four boy lesson wilderness vic push limit soon alienate boy vic find desperate need help must rely student order survive
2247,8386,Average,multi platinum rap superstar redman method man star jamal silas two regular guy smoke something magical ace college entrance exams wind harvard ivy league way strange silas jamal take stride supply supernatural smoke run dry start live wit rely natural resource make grade
2248,12589,Above Average,jimmy neutron boy genius way ahead friends come cool little behind one day parent parent earth kidnap alien lead child world rescue parent
2249,120,Blockbuster,young hobbit frodo baggins inherit mysterious ring uncle bilbo must leave home order keep fall hand evil creator along way fellowship form protect ringbearer make sure ring arrive final destination mt doom place destroy
2250,11086,Average,set blacklist hollywood writer get car accident lose memory settle small town mistake long lose son
2251,453,Superhit,princeton university john nash struggle make worthwhile contribution serve legacy world mathematics finally make revolutionary breakthrough eventually earn nobel prize graduate school turn teach become romantically involved student alicia meanwhile government ask help break soviet code soon get involve terrify conspiracy plot nash grows paranoid discovery turn entire world upside alicia help able recover mental strength regain status great mathematician know today
2252,45491,Disaster,recently marry scholar go quest knowledge people wife base philosophical difference sack monk encounter fly thief agree help find woman attain penis big horse scholar surgeon attach say unit run mission find obstacles new lifestyle jealous husband treacherous female
2253,37257,Flop,leonard vole arrest sensational murder rich middle age widow famous sir wilfrid robarts agree appear behalf sir wilfrid recover near fatal heart attack suppose diet bland civil suit lure criminal court much especially case difficult
2254,8489,Above Average,brash new pro boxer fresh olympic gold medal victory explodes scene cassius clay bold outspoken cut entirely new image african american sport proud public self confidence unapologetic belief great boxer time yet top game ali personal professional life face ultimate test
2255,855,Hit,u ranger elite delta force team attempt kidnap two underling somali warlord black hawk helicopter shot american suffer heavy casualty face intense fight militia ground
2256,12660,Disaster,drama set nazi occupied france height world war ii charlotte gray tell compel story young scottish woman work french resistance hope rescue lover miss raf pilot base best sell novel sebastian faulks
2257,10269,Average,jewish girl disguise boy enter religious training
2258,5279,Above Average,multiple storylined drama set show life upstairs guest downstairs servant party country house england
2259,10950,Above Average,sam mental capacity year old daughter homeless woman abandon leave hospital leave sam raise lucy lucy grow sam limitation start become problem authority take away sam shames high price lawyer rita take case pro bono turn teach value love family
2260,1365,Average,set southern usa racist white man hank fall love black woman name leticia ironically hank prison guard work death row execute leticia husband hank leticia inter racial affair lead confusion new idea two unlikely lover
2261,24206,Disaster,waxman former special force soldier work heavily arm assassin top secret government agency covert mission go terribly wrong waxman fellow assassin clegg become agency prime target
2262,6312,Above Average,th century france chevalier de fronsac native american friend mani send king gevaudan province investigate killing hundred mysterious beast
2263,11595,Hit,past four year san francisco cop jack cat unidentified drug kingpin call ice man jack find picture prove ice man put price head reggie hammond schedule release prison next day
2264,59066,Flop,pre wwii australia love triangle develop man wife man brother
2265,848,Below Average,sorcerer apprentice galen mission kill evil dragon order save king daughter sacrifice accordance pact king make dragon protect kingdom fantasy film disney studio exhaust possible visual effect time
2266,9610,Above Average,base character create robert e howard fast pace occasionally humorous sequel conan barbarian feature hero arnold schwarzenegger commission evil queen taramis sarah douglas safely escort teen princess olivia abo powerful bodyguard wilt chamberlain far away castle retrieve magic horn dagon unknown conan queen plan sacrifice princess return inherit kingdom bodyguard kill conan queen plan fail take consideration conan strength cunning ability sidekick eccentric wizard akiro mako wild woman zula grace jones inept malak tracey walter together hero ally must defeat mortal supernatural foe voyage sword sorcery land
2267,15035,Disaster,animate tale tiny village destroy surge glacier serf deadly domain evil ice lord nekron survivor young warrior larn vow avenge act destruction evil continue however nekron palace ice head straight towards fire keep great fortress rule good king jarol jarol beautiful daughter teegra abduct nekron sub human ape like creature larn begin dare search result tense battle good evil surround mystical element ancient past
2268,31603,Flop,detective uncovers formula devise nazis ww ii make gasoline synthetic product thereby eliminate necessity oil oil company major oil company find try destroy formula anyone know
2269,32020,Flop,group friends come age asphalt desert san fernando valley set blaze soundtrack endless drinking drug sex
2270,33155,Flop,galaxina lifelike voluptuous android assign oversee operation intergalactic space police cruiser captain incompetent cornelius butt mission require ship crew place suspended animation decade galaxina find alone many year develop emotion fall love ship pilot thor
2271,150,Above Average,hard nose cop reluctantly team wise crack criminal temporarily parole order track killer
2272,15050,Below Average,two brilliant research scientist invent device capable record play back sensory experience devastate result one record death
2273,10423,Above Average,film glimpse life love unconquerable spirit legendary bruce lee childhod rigorous martial art train lee realize dream open kung fu school america long discover hollywood producer begin meteroric rise fame short reign one charasmatic action hero cinema history
2274,651,Above Average,one world acclaim comedy mash focus three korean war army surgeon brilliantly bring life donald sutherland tom skerritt elliott gould though highly skilled deeply dedicated adopt hilarious lunatic lifestyle antidote tragedy mobile army surgical hospital process infuriate army bureaucrat robert duvall gary burghoff sally kellerman co star sanctimonious major worldly corporal self righteous yet lusty nurse
2275,31955,Flop,base true story mr soffel set pittsburgh near dawn th century peter soffel edward herrmann warden top security prison wife kate diane keaton often come read bible aloud inmates despite fragile health make round make acquaintance biddle brother ed mel gibson jack matthew modine sentence death murder robbery ed become something celebrity thanks letter write campaign appeal letter editor column popular press stay execution brother good look intelligence charm make strong impression kate whose marriage offer little excitement time kate find fall love ed discovers unexpectedly receptive suggestion help escape
2276,18647,Flop,run law bank robbery mexico dad longworth find opportunity take steal gold leave partner rio capture year later rio escape prison since hunt dad revenge dad respectable sheriff california live fear rio return
2277,11362,Above Average,edmond dantés life plan marry beautiful mercedes shatter best friend fernand deceive spend miserable year prison dantés escape help fellow inmate plot revenge cleverly insinuate french nobility
2278,2637,Above Average,reporter john klein plunge world impossible terror unthinkable chaos fate draw sleepy west virginia town whose resident visit great winged shape sow hideous nightmare fevered vision
2279,10229,Average,popular restless landon carter force participate school drama production fall love jamie sullivan daughter town minister jamie list life also big secret must keep landon
2280,50819,Disaster,everyday struggle people try bridge two culture well attempt find happiness new homeland tere cherrie pie picache mid forty single host dinner friend visit manila lorna invite new york city base friend former college classmate mike christopher de leon newspaper editor forty gerry ricky davao advertising copywriter closet gay marissa dina bonnevie
2281,9606,Above Average,duke red overseen construction massive ziggurat extend power across whole planet tima robot girl build image decease daughter core plan however escape duke clutch laboratory fire meet befriend kenichi boy travel metropolis detective uncle search scientist want organ traffic relationship kenichi realization truth existence change destiny
2282,31674,Below Average,two couple go mutual friend wed end swap partner
2283,52744,Below Average,shopping christmas frank molly run fleet short moment start change live recognize month later train home good time together although married frank two little kid meet often friendship become precious thing life
2284,20009,Flop,dave sam jeff graduate holden university honor lie cheat scheme three roommate proudly scammed way last four year college final exam big men campus bust unlikely dude school self dub cool ethan ambitious nerd bad crush enters live one day everything begin unravel
2285,47871,Disaster,ticlaw small town florida one attraction safari park government construct freeway pass near ticlaw decides put exit town people ticlaw lead mayor anything order convince governor alter project
2286,11870,Above Average,fourteen year old jason shepherd muniz reputation stretch truth big time hollywood producer marty wolf paul giamatti steal class paper turn smash movie one believe jason late tall tale cross country adventure set record straight jason best friend kaylee bynes devise high tech plan squeeze truth wolf
2287,9884,Above Average,firefighter gordon brewer plunge complex dangerous world international terrorism lose wife child bomb credited claudio wolf perrini
2288,11212,Below Average,baby bink ask adore somewhat sickly sweet parent live huge mansion appear social page paper unfortunately everyone world nice baby bink parent especially three enterprising kidnaper pretend photographer newspaper successfully kidnap baby bink hard time keep hold rascal keep one step ahead seem little bit smarter three bumble criminal
2289,69928,Below Average,burt reynolds version tale sculptor name david major womanize problem go seek help psychiatrist marianna cure obsession woman story sexual romantic exploit lady tell marianna
2290,21845,Above Average,year old henry rowengartner whose late father minor league baseball player grow dream play baseball despite physical shortcoming henry arm broken try catch baseball school tendon arm heals tightly allow henry throw pitch fast mph henry spot nearby wrigley field larry fish fisher general manager struggle chicago cub henry throw opponent home run ball way outfield bleacher back catcher seem henry may pitcher team owner bob carson pray
2291,11528,Average,scotty smalls move new neighborhood mom stepdad want learn play baseball neighborhood baseball guru rodriquez take small wing fall adventure involve baseball treehouse sleep in desirous lifeguard local pool snooty rival ball team travel fair
2292,17130,Above Average,three friend get together bury box make pact open midnight high school graduation little town georgia live thing soon change one little miss perfect one engage prom queen pregnant outcast night graduation open box strike conversation sudden one bring topic go los angeles record contract audition decide go together leave little money set road guy name ben one tell rumor might homicidal maniac scar reach la lucy fall love ben father wish stay go audition
2293,10592,Average,fourth generation army col william mcnamara imprison brutal german pow camp still senior ranking american officer command fellow inmate keep sense honor alive place honor easy destroy dangerous eye luftwafe vetran col wilhelm visser never give fight win war mcnamara silently plan wait moment strike back enemy murder camp give chance set risky plan motion court martial keep visser german distract mcnamara orchestrates cunning scheme escape destroy nearby munition plant enlist unwitting help young lt tommy hart together men mcnamara us hero resolve carry mission ultimately force weigh value life good country
2294,8470,Hit,john quincy archibald father husband whose son diagnose enlarged heart find can not receive transplant hmo insurance cover therefore decides take hospital full patient hostage hospital put son name donor list
2295,16690,Hit,classic tale peter pan continue disney sequel return never land world besiege world war ii wendy grown two child one daughter jane
2296,39939,Below Average,five bore occasionally high always ineffective vermont state trooper must prove worth governor lose job stumble drug ring plan make bust rival police force steal glory
2297,9272,Average,young boy stay aunt uncle befriend cousin age cousin begin show increase sign psychotic behavior
2298,14475,Below Average,owner struggle use car lot kill lot hot shot salesman save property fall hand owner ruthless brother use car rival
2299,10052,Above Average,grieve doctor contact late wife patient near death experience
2300,11979,Average,lestat de lioncourt awaken slumber bore existence become generation new rock god course time another arisen akasha queen vampire dam want immortal fame fellow vampire want eternally dead betrayal queen want king first reach shall win
2301,25006,Flop,frustrate break bean decides way grasp american dream take
2302,23479,Average,age luck ex minor leaguer coach team misfit ultra competitive california little league
2303,19050,Below Average,sentimental sequel film find bear somehow little league champion california result team invite play game exhibition houston astrodome local champ toros kelly leak bear star player decides rejoin team go houston make amends estrange father mike
2304,10590,Hit,story first major battle american phase vietnam war soldier side fight
2305,13225,Average,sprite name crysta shrink human boy zak size vow help magical fairy folk stop greedy log company destroy home pristine rainforest know ferngully zak new friend fight defend ferngully lumberjack vengeful spirit accidentally unleash chop magic tree
2306,46717,Below Average,car accident vincent eastman watch whole life flash eye like see maintain semblance marriage wife sally vincent carry mistress olivia everything sally warm passionate carefree choose two especially indecision take toll daughter
2307,35614,Disaster,friendly troll magic green thumb grow one flower many queen whose law require troll mean ugly scare human whenever possible punishment exile world concrete live life proper trolldom manhattan
2308,17058,Flop,man mid life crisis befriend young woman rescue attack believe rich boyfriend persuades con fortune
2309,13950,Below Average,bucum jackson cube bounty hunter lot attitude interest take partner work martinez bail bond jackson unorthodox method track low life criminal work one day hop become bos open private investigation firm reggie wright epps slippery con artist avoid law jackson cat mouse chase two stumble multi million dollar diamond heist hide jackson wright find thief getaway van end escape discover booty fake much displeasure ruthless bos flanagan wright meet girlfriend mendes discovers recently purchase lottery ticket sole winner million unfortunately wallet hold ticket leave thief van persuades jackson help get back
2310,2135,Hit,hop alter event past th century inventor instead travel year future find humankind divide two war race
2311,15186,Flop,contemporary comedy set los angeles full frontal trace complicate relationship among seven friend deal fragile connection bind together full frontal take place twenty four hour period day life miss connection
2312,31651,Flop,bull mccabe family farm field generation sacrifice much name land widow own field decides sell public auction mccabe know must local dare bid wealthy american decides require field build highway bull son decide must try convince american let go ambition return home consequence plot prove sinister
2313,47869,Flop,ireland american lawyer ingrid jessner activist partner paul sullivan struggle uncover atrocity commit british government northern irish trouble sullivan assassinate street jessner team peter kerrigan british investigator act government struggle uncover conspiracy may even implicate one kerrigan colleague
2314,10889,Flop,young boy family kill mob tough neighbor gloria become reluctant guardian possession book gangster want pair go run new york
2315,54287,Flop,space shuttle mission satellite ram unidentified fly object ufo afterwards performs emergency land desert arizona however white house denies existence near presidential election ufo bring secret hangar accident claim incompetence astronaut bancroff price two fight try hunt ufo
2316,10935,Flop,harvard graduate james averill kris kristofferson sheriff prosperous jackson county wyo battle erupts area poverty stricken immigrant wealthy cattle farmer politically connect ranch owner fight immigrant help nathan champion christopher walken mercenary compete averill love local madam ella watson isabelle huppert struggle escalate averill champion begin question decision
2317,44004,Below Average,idealistic struggle actor find life unexpectedly complicate stops robbery wear costume captain avenger superhero character film hire promote decides dabble superhero find difficult dangerous ever imagine
2318,14729,Below Average,origin exploit ultimate fate james gang tell sympathetic portrayal bank robber make brother begin legendary bank raid revenge
2319,24825,Below Average,scott james veteran martial art expert recruit protector wealthy beautiful justine become target ninja clan scott find ruthless arch nemesis mccarn involve stealthy dangerous criminal eager settle old score soon scott face mccarn entire ninja horde effort take
2320,24032,Average,god appear assistant grocery manager good natured old man almighty select messenger modern world
2321,425,Superhit,impend ice age almost upon mismatch trio prehistoric critter manny woolly mammoth diego saber toothed tiger sid giant sloth find orphaned infant decide return human parent along way unlikely ally become friends enemy attack quest take far noble aim
2322,1576,Hit,virus leak top secret facility turn resident researcher ravenous zombie lab animal mutate hound hell government send elite military task force contain outbreak alice rain charge lead mission three hour pathogen becomes airborne infects world
2323,5851,Above Average,spoof buddy cop movie two different cop force team new reality base v cop show
2324,15647,Below Average,jessica jewish copy editor live work new york city plague fail blind date men decides answer newspaper personal advertisement advertisement place lesbian curious helen cooper thirtysomething art gallerist
2325,1391,Average,mexico two teenage boy attractive old woman embark road trip learn thing two life friendship sex
2326,18172,Below Average,sensitive study headstrong high school football star dream get small western pennsylvania steel town football scholarship equally ambitious coach aim college position result clash could crush player dream
2327,19797,Disaster,screwball comedy gay couple straight couple wedding
2328,13006,Disaster,futuristic london rise sea level mean large area foot water hauer play cop previously lose partner strange creature creature back
2329,10627,Average,military cadet take extreme measure insure future academy existence threaten local condo developer
2330,28124,Average,writer nick gardenia kidnap california cliffhouse force rob bank fugitive seek help ex glenda public defender remarry prosecutor get houseful hijinks
2331,12705,Above Average,bandit go another cross country run transport elephant florida texas sheriff buford justice tail
2332,11006,Hit,race car driver try transport illegal beer shipment texas atlanta hour pick reluctant bride way
2333,15120,Flop,enos duo convince cletus aka bandit come hiding help promote new restaurant little coax agrees produce almost creaky trigger mode transport nemesis sheriff buford justice hunt force cletus trigger hit road steer clear vengeful sheriff
